# Logfile created on 2026-03-18 18:18:30 +0100 by logger.rb/v1.5.3
2026-03-18 18:18:30 +0100: Memory Usage (426888K) : Starting running IHP-SG13CMOS5L KLayout DRC runset on /home/daniel/work/aesc/i2c-gpio-expander/build/I2cGpioExpander/SG13CMOS5L/orfs/results/ihp-sg13cmos5l/SG13CMOS5LTop/base/6_final.gds
2026-03-18 18:18:30 +0100: Memory Usage (426888K) : Ruby Version for klayout: 3.2.3
2026-03-18 18:18:31 +0100: Memory Usage (467268K) : Loading database to memory is complete.
2026-03-18 18:18:31 +0100: Memory Usage (467268K) : IHP-SG13CMOS5L KLayout DRC runset output at: /home/daniel/work/aesc/i2c-gpio-expander/build/I2cGpioExpander/SG13CMOS5L/drc/6_final_SG13CMOS5LTop_lbe.lyrdb
2026-03-18 18:18:31 +0100: Memory Usage (467396K) : Evaluate switches.
2026-03-18 18:18:31 +0100: Memory Usage (467396K) : tables selected: lbe
2026-03-18 18:18:31 +0100: Memory Usage (467396K) : KLayout will use 16 thread(s) in tiled mode.
2026-03-18 18:18:31 +0100: Memory Usage (467396K) : deep mode is enabled.
2026-03-18 18:18:35 +0100: Memory Usage (498372K) : emwihv_drw has 0 polygons
2026-03-18 18:18:35 +0100: Memory Usage (498372K) : lbe_drw has 0 polygons
2026-03-18 18:18:35 +0100: Memory Usage (498372K) : alcustop_drw has 0 polygons
2026-03-18 18:18:35 +0100: Memory Usage (498372K) : nometfiller_drw has 0 polygons
2026-03-18 18:18:35 +0100: Memory Usage (498372K) : prboundary_drw has 0 polygons
2026-03-18 18:18:35 +0100: Memory Usage (498372K) : exchange0_drw has 0 polygons
2026-03-18 18:18:35 +0100: Memory Usage (498372K) : exchange0_pin has 0 polygons
2026-03-18 18:18:35 +0100: Memory Usage (498372K) : exchange0_text has 0 polygons
2026-03-18 18:18:35 +0100: Memory Usage (498372K) : exchange1_drw has 0 polygons
2026-03-18 18:18:35 +0100: Memory Usage (498372K) : exchange1_pin has 0 polygons
2026-03-18 18:18:35 +0100: Memory Usage (498372K) : exchange1_text has 0 polygons
2026-03-18 18:18:35 +0100: Memory Usage (498372K) : exchange2_drw has 0 polygons
2026-03-18 18:18:35 +0100: Memory Usage (498372K) : exchange2_pin has 0 polygons
2026-03-18 18:18:35 +0100: Memory Usage (498372K) : exchange2_text has 0 polygons
2026-03-18 18:18:35 +0100: Memory Usage (498372K) : exchange3_drw has 0 polygons
2026-03-18 18:18:35 +0100: Memory Usage (498372K) : exchange3_pin has 0 polygons
2026-03-18 18:18:35 +0100: Memory Usage (498372K) : exchange3_text has 0 polygons
2026-03-18 18:18:35 +0100: Memory Usage (498372K) : exchange4_drw has 0 polygons
2026-03-18 18:18:35 +0100: Memory Usage (498372K) : exchange4_pin has 0 polygons
2026-03-18 18:18:35 +0100: Memory Usage (498372K) : exchange4_text has 0 polygons
2026-03-18 18:18:35 +0100: Memory Usage (498372K) : isonwell_drw has 0 polygons
2026-03-18 18:18:35 +0100: Memory Usage (498372K) : Total no. of polygons in the design is 3258851
2026-03-18 18:18:35 +0100: Memory Usage (498372K) : Loaded TECH DRC rules values from /home/daniel/work/aesc/i2c-gpio-expander/pdks/IHP-Open-PDK/ihp-sg13cmos5l/libs.tech/klayout/python/sg13cmos5l_pycell_lib/sg13cmos5l_tech_mod.json
2026-03-18 18:18:35 +0100: Memory Usage (498372K) : Loaded default DRC rules values from /home/daniel/work/aesc/i2c-gpio-expander/pdks/IHP-Open-PDK/ihp-sg13cmos5l/libs.tech/klayout/tech/drc/rule_decks/sg13cmos5l_tech_default.json
2026-03-18 18:18:35 +0100: Memory Usage (499140K) : Total area of the design is 1103634.2016 um^2.
2026-03-18 18:18:35 +0100: Memory Usage (499140K) : The design dimensions are 1050.84 um * 1050.24 um.
2026-03-18 18:18:35 +0100: Memory Usage (499140K) : Starting general IHP-SG13CMOS5L derivations.
2026-03-18 18:18:35 +0100: Memory Usage (499140K) : Starting Pwell derivations
2026-03-18 18:18:35 +0100: Memory Usage (507928K) : Starting IHP-SG13CMOS5L DRC rules.
2026-03-18 18:18:35 +0100: Memory Usage (507928K) : Starting 9.1. LBE table
2026-03-18 18:18:35 +0100: Memory Usage (507928K) : Executing rule LBE.a
2026-03-18 18:18:35 +0100: Memory Usage (508184K) : Executing rule LBE.b
2026-03-18 18:18:35 +0100: Memory Usage (508184K) : Executing rule LBE.b1
2026-03-18 18:18:35 +0100: Memory Usage (508184K) : Executing rule LBE.c
2026-03-18 18:18:35 +0100: Memory Usage (508184K) : Executing rule LBE.d
2026-03-18 18:18:35 +0100: Memory Usage (508184K) : Executing rule LBE.h
2026-03-18 18:18:35 +0100: Memory Usage (508184K) : KLayout DRC run for tables 'lbe' completed in 5.15 seconds
